alim_grp_nom_fr;alim_nom_fr;Energie;Eau;Proteines;Glucides;Lipides;Sucres;Fructose;Galactose;Glucose;Lactose;Maltose;Saccharose;Amidon;Fibres alimentaires;Polyols totaux;Cendres;Alcool;Acides organiques;AG satures;AG monoinsatures;AG polyinsatures;AG 4:0, butyrique;AG 6:0, caproeque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stearique;AG 18:1 9c(n9), oleique;AG 18:2 9c,12c(n6), linoleique;AG 18:3 c9,c12,c15(n3), alphalinolenique;AG 20:4 5c,8c,11c,14c(n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c(n3) EPA;AG 22:6 4c,7c,10c,13c,16c,19c(n3) DHA;Cholesterol(mg/100g);Sel chlorure de sodium;Calcium(mg/100g);Chlorure(mg/100g);Cuivre(mg/100g);Fer(mg/100g);Iode(eg/100g);Magnesium(mg/100g);Manganese(mg/100g);Phosphore(mg/100g);Potassium(mg/100g);Selenium(eg/100g);Sodium(mg/100g);Zinc(mg/100g);Retinol(eg/100g);BetaCarotene(eg/100g);Vitamine D(eg/100g);Vitamine à(mg/100g);Vitamine K1(eg/100g);Vitamine K2(eg/100g);Vitamine C(mg/100g);Vitamine B1 ou Thiamine(mg/100g);Vitamine B2 ou Riboflavine(mg/100g);Vitamine B3 ou PP ou Niacine(mg/100g);Vitamine B5 ou Acide pantothenique(mg/100g);Vitamine B6(mg/100g);Vitamine B9 ou Folates totaux(eg/100g);Vitamine B12(eg/100g)
entrees et plats composes;Tripes à la mode de Caen;116;74;20.4;0.3;3.68;traces;0.2;;0.2;0.2;0.2;0.2;0.3;0;0;1.5;0;traces;1.29;1.12;0.18;0.0032;0.0032;0.0034;0.0032;0.0052;71;0.63;0.57;1;86;11;;;;119;1.06;23;;;1.1;6;6.4;;;42.5;;423;0.64;;;;0.47;;;0;0.02;;0.37;0.42;23;;1.2
entrees et plats composes;Tripes à la mode de Caen. preemballees;112;77.9;18.4;0.7;3.62;0.5;;;;;;;;1.25;0;1.1;0;traces;2.1;;;;;;;;;;;;;;;;;;1.03;23.6;;;0.9;;6.6;;;34.6;;421;2.1;;;;;;;;;;;;;;
entrees et plats composes;Tripes à la tomate ou à la proveneale;94.1;76.6;15.7;0.6;3.2;0.4;;;0.2;;0.2;0.4;;0;0;1.43;0;traces;1.64;1.28;0.14;0.01;0.01;0.01;0.01;0.01;0.1;0.89;0.65;1.28;0.1;0.02;;;0.01;;1.23;;751;;;;;;;;;492;;;;;;;;;;;;;;;
entrees et plats composes;Blanquette de veau;113;75.1;15.4;3.1;4;0.3;0.2;;0.2;0.2;0.2;0.3;1.9;0.8;0;1.25;0;0.32;2.03;1.36;0.26;0.06;0.04;0.02;0.04;0.06;0.25;1;0.5;1.18;0.21;0.02;0.03;0.01;0.01;56.6;0.74;15;432;0.07;0.92;20;12;0.04;110;190;20;295;3.2;21;736;0.25;0.37;2.55;;0.5;62;47;1.77;0.33;74;23.3;1.59
entrees et plats composes;Boeuf bourguignon;84.6;78.4;8.93;4.17;3.3;1.57;;;;;;;1.3;1.25;0;1.36;0;traces;0.88;1.18;0.44;0.05;0.0025;0.0025;4;6;44;0.52;0.27;0.71;0.22;22;;;0.01;64;0.88;16.9;409;53;1.75;3.8;13.3;54;215;230;2.58;354;2.91;10;;0.5;0.6;;;0.8;0.07;0.1;2.3;0.3;0.23;11;0.6
entrees et plats composes;Saute d'agneau au curry. preemballe;;73.5;10.5;;13.9;;;;;;;;;1;0;1.7;0;traces;6.7;;;;;;;;;;;;;;;;;;1.29;17.5;;0.07;2.15;;13.3;0.04;181;200;;514;2.77;;;;;;;;;;;;;;
entrees et plats composes;Canard en sauce(poivre vert. chasseur. etc.). preemballe;145;;9.55;10.2;7.3;;;;;;;;;traces;0;;0;traces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entrees et plats composes;Lapin à la moutarde. preemballe;108;;14.9;0.5;5;0.5;;;;;;;;0.8;0;1.2;0;traces;2.1;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;480;;;;;;;;;;;;;;;
entrees et plats composes;Coq au vin;133;;13;4;7;1;;;;;;;;0.9;0;1.35;0;traces;1;3.87;1.75;;;;;;;;;;;;;;;65;1.05;14;;0.03;1.3;3.3;16;0.14;128;145;0.11;420;0.21;;0;0.04;0.48;;;1.5;0.07;0.19;3.7;0.74;0.17;31;1.4
entrees et plats composes;Paupiette de veau;193;64.1;14.5;2.6;13.8;0.41;;;;;;;2.19;0.2;0;1.74;0;traces;5.45;3.05;1.28;;;;;;;;;;;;;;;63.3;1.26;27.6;;88;1;5.54;37.2;0.18;133;272;3.26;510;1.25;24.9;1160;0.1;0.68;;;1.34;84;0.14;3.51;0.59;0.28;14.3;0.41
entrees et plats composes;Paupiette de volaille;164;64.2;23.9;8.8;3.4;;;;;;;;2.97;1.17;0;1.51;0;traces;0.65;1.63;0.81;;;;;;;;;;;;;;;59.6;1.05;27.6;;83;1.03;5.4;38.6;0.18;130;264;6.08;251;1.09;26.1;1160;0.14;0.69;;;1.33;82;0.11;3.97;0.56;0.31;13.8;0.28
entrees et plats composes;Viande en sauce(aliment moyen);104;77.1;11.3;3.65;4.6;1.34;;;;;;;1.71;1.08;0;1.3;0;0.39;1.8;1.51;0.63;47;29;44;41;0.16;0.19;0.83;0.35;1.24;0.52;28;0.02;;5;49.8;0.85;17.1;471;64;1.13;7.06;14.2;0.07;142;198;6.17;341;2.4;12.1;542;0.23;0.81;;;1.27;61;67;2.61;0.42;0.16;14.8;0.74
entrees et plats composes;Poulet au curry et au lait de coco;124;75.2;10.6;3.15;6.9;1.49;0.37;;0.45;0.22;0.2;0.45;1.65;1.1;0;1.56;0;;3.03;2.06;1.37;0.08;0.06;0.13;0.12;0.56;0.44;1.19;0.38;1.86;1.3;0.05;0.02;0.01;0.01;37.3;1.07;18;625;0.05;0.51;20;18;0.12;110;210;20;427;0.44;21.3;412;0.25;1.65;3.22;;2.51;32;0.01;4.08;0.62;0.17;17.5;0.15
entrees et plats composes;Meloukhia. plat à base de boeuf et corete. fait maison;189;67.7;10.6;1.2;14.7;1.2;;;;;;;0;4.7;0;1.6;0;traces;;;;;;;;;;;;;;;;;;23;0.93;51.3;;0.04;2.4;2.8;30.6;0.05;88;228;2.1;373;2;0;143;0;5.1;;;1.5;0.03;0.14;1.36;0.32;0.12;20;0.66
entrees et plats composes;Palette à la diable. preemballee;120;;13.5;2.08;6.07;1.38;;;;;;;;1.45;0;2.25;0;traces;2.2;;;;;;;;;;;;;;;;;;2.25;;;;1;;;;;;;901;;;;;;;;;;;;;;;
entrees et plats composes;Langue de boeuf sauce madere. preemballee;180;;9.5;4.5;13.5;2.5;;;;;;;;1;0;1.08;0;traces;6;;;;;;;;;;;;;;;;;;1.08;;;;;;;;;;;430;;;;;;;;;;;;;;;
entrees et plats composes;Porc au caramel. preemballe;136;70.7;10;11.4;5.4;7.9;1.8;;2.7;0.2;0.7;2.7;1.3;0.7;0;1.84;0;traces;1.44;2.2;1.27;0.01;0.01;0.01;0.01;0.01;48;0.94;0.45;1.97;1.21;56;0.0094;0.01;0.01;29;1.34;9.9;805;0.04;0.49;20;12;0.11;94;160;20;536;1.1;21;64.5;0.25;0.62;1.5;;0.5;0.19;34;1.93;0.31;94;9.1;0.27
entrees et plats composes;Boulettes au boeuf. à la sauce tomate. preemballees;117;;9;5.5;6.5;;;;;;;;;traces;0;;0;traces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entrees et plats composes;Paupiette de veau. preemballee.  cuite au four;276;54.8;22;0.48;20.5;0.3;0.2;;0.3;0.2;0.2;0.2;0.35;0.9;0;1.81;0;traces;8.19;8.77;2.51;0.01;0.01;0.01;0.01;0.03;0.4;4.71;2.88;7.77;2.07;0.23;0.07;0.01;0.01;89.5;1.07;24;558;0.07;0.94;20;18;0.03;180;260;20;428;2.3;21;;0.25;0.08;0.87;;1.62;0.16;71;3.83;0.59;0.22;11.9;1.61
entrees et plats composes;Carpaccio de boeuf. avec marinade;271;57;15.2;0.55;23;0.5;;;;;;;0.0024;0.36;0;2.04;0;traces;7.38;10;4;;;;;;;;;;;;;;;55.6;1.12;112;;0.1;1.84;9.12;22.6;64;187;242;5.84;437;2.79;23.6;98.3;0.38;3.18;;;5.87;88;0.17;2.11;0.28;0.27;12;2.04
entrees et plats composes;Yakitori(brochettes japonaises grillees en sauce);172;58.8;26;9.3;3.3;6.6;1.1;;1.4;0.2;0.2;3.9;1.3;0.6;0;2.02;0;traces;1.2;1.18;0.78;0.01;0.01;0.01;0.01;0.07;0.04;0.64;0.16;1.18;0.68;0.07;0.03;0.01;0.01;86.6;1.19;9.8;706;0.06;0.61;20;31;0.15;220;340;20;475;1.5;21;10.5;0.25;0.5;0.8;;;0.09;42;7.69;1.36;0.25;31.8;0.41
entrees et plats composes;Brochette de boeuf. cuite;139;69.2;21.9;0.33;5.2;;;;;;;;;3;0;1.83;0;traces;1.8;2.35;0.71;0.01;0.01;0.01;0.01;0.01;0.08;1.03;0.64;2.03;0.51;0.12;0.04;0.01;0.01;60.2;0.86;23;445;0.1;2.4;20;25;0.08;200;430;20;345;4.4;21;;0.25;0.65;3.71;;10.8;41;0.14;4.72;0.54;0.31;19.8;1.94
entrees et plats composes;Brochette de volaille. cuite;137;68;23.1;1.39;4;;;;;;;;;3;0;2.05;0;traces;1.02;1.69;0.99;0.01;0.01;0.01;0.01;0.02;0.03;0.73;0.24;1.48;0.87;0.09;0.03;0.01;0.01;76.9;0.75;13;465;0.05;0.61;20;33;0.1;230;520;20;299;1.1;21;;0.25;0.74;2.41;;8.49;71;0.07;8.91;1.71;0.47;88.3;0.7
entrees et plats composes;Hachis parmentier à la viande. preemballe;138;73.6;5.99;9.39;8.22;1.47;0.18;;0.18;0.94;0.2;0.16;;1.43;0;1.39;0;traces;4.7;2.75;0.41;0.1;59;45;96;0.14;0.54;2.29;0.8;2.44;0.38;25;0.0033;0.00089;0.000082;20;0.83;59.6;482;79;0.71;4.55;17.5;87;45.5;184;10;322;1.2;45.9;0;0.1;0.2;;;0.65;0.02;0.07;;;0.08;5.71;0.42
entrees et plats composes;Couscous au mouton;149;68.9;8.31;12.2;7.2;1.38;;;;;;;10.8;1.3;0;1.4;0;traces;;;;;;;;;;;;;;;;;;17.5;0.81;31.6;607;0.1;1.24;3;23.2;0.19;95.4;187;;322;1.22;0;724;0.14;0.4;;;5;75;75;1.7;0.3;0.11;18;0.5
entrees et plats composes;Couscous à la viande ou au poulet. preemballe. allege;90.7;72.9;5.9;11.5;1.9;2.1;;;;;;;9.4;2;0;1.65;0;traces;0.4;0.75;0.59;;;;;;;;;;;;;;;16;0.7;22;;;0.78;2.3;17;0.16;88;148;;300;;34;779;0.04;0.97;;;7;0.07;0.07;2;0.3;0.13;18;0.04
entrees et plats composes;Poelee de pommes de terre prefrites. lardons ou poulet. et autres. sans legumes verts. preemballee;168;65;3.2;16.2;9.6;1.7;0.2;;0.6;0.2;0.2;0.3;14.5;2.1;0;1.55;0;traces;2.9;3.67;2.64;0.02;0.02;0.02;0.03;0.03;0.13;1.47;0.54;3.46;2.52;0.12;0.01;0.01;0.01;10.5;0.6;26;465;0.08;0.49;20;20;0.1;88;390;20;260;0.45;21;22.6;0.25;1.49;3.13;;3.04;86;56;1.28;0.41;0.15;23.8;0.15
entrees et plats composes;Couscous royal(avec plusieurs viandes). preemballe;132;69.2;7.69;14;4.53;1.57;0.46;;0.48;0.1;0.31;0.28;12.5;2.1;0;1.33;0;traces;1.54;2.14;0.6;0.01;0.01;0.0036;0.0036;14;67;0.84;0.31;1.93;0.52;0.07;0.0086;;0.01;20;0.88;25.2;474;98;0.93;5.8;18.8;0.21;72.3;179;2.58;345;1.02;10.6;700;0;0.4;;;1.69;0.07;0.09;1.9;0.3;0.15;17.2;0.28
entrees et plats composes;Couscous au poulet;130;66.9;7.5;15.6;3.85;2.87;;;;;;;12.8;1.47;0;1.24;0;traces;1.17;1.61;0.86;;;;;;;;;;;;;;;26.6;0.79;18.4;674;;0.86;3;18.4;;69;153;;307;;14;700;0.01;0.48;;;4.05;0.08;0.09;1.9;0.3;0.14;19.1;0.13
entrees et plats composes;Couscous à la viande. preemballe;128;69.2;7.59;12.5;4.73;1.97;0.5;;0.6;0.1;0.55;0.25;;2.53;0;1.33;0;traces;1.24;1.54;0.63;0.05;0.05;0.05;3;7;59;0.7;0.35;;;67;;;;;0.78;25.2;474;98;;;18.8;0.21;;179;2.58;313;1.02;;;;;;;;;;;;;;
entrees et plats composes;Parmentier de canard. preemballe;146;69.9;6.82;8.51;9.06;1.96;0.3;;0.3;;0.3;0.2;;1.55;0;1.32;0;traces;4.5;3.56;0.65;;;;;;;;;;0.53;0.06;;;;;0.81;;;;;;;;;;;310;;;;;;;;;;;;;;;
entrees et plats composes;Parmentier de canard. preemballe. cuit;168;68.5;7;10.5;10.2;1.7;0.2;;0.2;1.7;0.2;0.2;8.4;1.2;0;1.47;0;1.16;4.7;3.89;1.02;0.11;0.07;0.05;0.09;0.14;0.4;3.04;0.72;3.51;0.92;69;0.03;0.01;0.01;37.9;0.74;39;498;0.07;0.68;20;14;0.06;74;290;20;296;0.89;37.7;;0.25;0.08;1.59;;0.5;0.08;71;1.4;0.55;0.11;45.9;0.61
entrees et plats composes;Cassoulet. appertise;129;70.6;8.06;9.41;5.77;1.06;0.3;;0.2;;0.28;0.29;7.3;3.55;0;1.63;0;traces;2.07;2.63;0.8;0.05;0.05;0.05;0.0055;0.0055;63;1.37;0.63;;0.53;0.14;;;;21.3;0.97;45.7;495;0.14;1.23;6;34.8;0.22;107;289;10;388;0.88;3.5;0;0.5;0.18;;;2.94;83;57;1.25;0.16;91;30;0.12
entrees et plats composes;Choucroute garnie. preemballee;109;82.4;5.06;2.8;8.06;0.66;0.3;;0.28;;0.28;0.29;;2.71;0;1.6;0;traces;3.22;3.45;0.96;0.05;0.05;0.05;0.0075;0.0075;0.1;1.86;0.98;;0.82;74;;;;34.7;1.39;27.1;633;76;0.83;17.8;18;67;60.6;97.5;10;552;0.84;0;0;0;0.25;;;9.09;0.14;0.11;0.68;;0.02;10;
entrees et plats composes;Petit sale ou saucisse aux lentilles. preemballe;118;73.5;8.24;8.89;4.87;1.51;0.3;;0.22;;0.28;0.3;6.3;2.83;0;1.64;0;traces;1.89;1.97;0.6;0.05;0.05;0.05;4;4;56;1;0.48;;0.56;43;;;0.01;27;0.98;20;610;0.2;1.8;2;19.4;0.3;145;167;2.8;384;1.2;2;280;0.5;0.39;;;0.5;0.24;75;1.5;0.23;0.14;22.9;0.13
entrees et plats composes;Potaufeu. preemballe;77.5;82.9;10.9;3.2;2.02;1.5;;;0.4;;0.2;0.7;1.7;1.5;0;0.78;0;traces;0.82;0.97;0.05;0.01;0.01;0.01;0.0014;0.0015;53;0.57;0.2;0.97;0.04;0.0079;2;;0.01;28.8;0.32;23.5;304;0.15;1.69;6;16.2;69;;189;10;130;3.48;;718;;;;;;;;;;;4.6;
entrees et plats composes;Boeuf aux carottes;96.6;78.5;13.2;3.3;3.15;0.6;;;;;;;2.7;1.1;0;1.15;0;traces;1.21;1.47;0.44;;;;3;0.0033;59;0.71;0.31;1.47;0.39;0.02;18;;;47;0.58;15.9;425;0.1;0.9;3.5;11.3;0.1;95;119;3.2;231;3.5;0;456;0;0.4;;;2;0.07;0.16;1.77;0.44;0.16;9.5;0.8
entrees et plats composes;Potee auvergnate(chou et porc);82.1;82.5;6;3.7;4.3;0.86;0.31;;0.37;;0.3;0.19;2.84;2.3;0;1.26;0;traces;1.57;2.11;0.58;;;;;;;;;;0.49;0.05;;;;28;0.84;30.5;;0.09;1.05;4;14.3;0.15;78;221;2.4;356;0.6;0;587;0;0.5;;;10.5;0.18;0.09;1.23;0.31;0.16;19.9;0.2
entrees et plats composes;Cassoulet au porc. appertise;132;71.1;8.3;8.6;6.3;1.8;;;;;;;;4;0;1.67;0;traces;2.2;;;;;;;;;;;;;;;;;;1.1;;474;;;;;;;293;;500;;;;;;;;;;;;;;;
entrees et plats composes;Cassoulet au canard ou oie. appertise;161;68.6;10.5;10.1;7.86;1.09;;;0.2;;0.2;0.4;;3.86;0;1.6;0;traces;2.43;2.61;0.88;0.01;0.01;0.01;0.01;0.01;0.06;1.31;0.53;2.26;0.73;0.11;;;0.01;;1.05;;570;;;;;;;307;;416;;;;;;;;;;;;;;;
entrees et plats composes;Tomate farcie;122;78.5;5.49;2;9.67;0.88;0.47;;0.41;0.3;0.3;0.3;1.12;2.31;0;1.33;0;traces;3.24;4.16;1.08;0.05;0.05;0.05;0.0085;0.0085;0.13;2.01;1.05;;;86;;;;42;0.7;18.4;;66;0.87;4;12.8;0.12;62;199;2.2;280;0.75;10;;0.1;1.1;;;7;0.06;0.06;0.9;;0.07;;
entrees et plats composes;Chou farci. preemballe;94.9;81.2;5.3;2;6.6;2;0.72;;0.88;0.3;0.3;0.4;;3.13;0;1.44;0;traces;;;;;;;;;;;;;;;;;;;0.87;145;;0.23;;;41.4;0.65;;;5.33;350;0.8;;;;;;;;;;;;;;
entrees et plats composes;Chili con carne. preemballe;118;74.2;7.13;13;3.35;2.58;0.49;0;0.42;0;0.1;0.77;4.6;3.56;0;1.8;0;traces;1.13;1.39;0.32;0.0028;0.005;0.0018;0.00092;0.0028;81;0.68;0.37;1.1;0.18;0.1;;0;0.005;14.6;0.93;32.8;631;0.15;1.6;2;27.3;0.2;78.5;282;;371;1.2;2;233;0.5;0.88;4.6;;2.25;88;68;1.25;0.16;0.15;44;0.35
entrees et plats composes;Moussaka;147;76;5.82;5.16;10.8;3.01;0.88;;0.91;0.29;84;0.85;0.9;2.84;0;1.74;0;traces;3.37;3.25;2.27;17;17;17;34;51;0.21;1.77;0.64;;;0.03;;;;31;0.97;16;;0.06;0.62;5.2;22;0.06;150;576;1.4;393;0.47;37;150;0.2;0.46;;;3.1;0.06;0.11;1.3;0.33;0.09;10;0.6
entrees et plats composes;Navarin d'agneau aux legumes;133;73.7;8.05;5;8.61;0.9;;;;;;;1.61;1.65;0;1.01;0;traces;1.4;2.54;0.95;;;;;;;;;;;;;;;40.3;0.63;22.1;;65;1.31;5.16;17.9;0.16;107;230;1.8;260;0.85;20.7;846;39;0.84;;;4.76;0.1;0.14;3.15;0.4;0.14;18.4;1.19
entrees et plats composes;Tajine de mouton;132;73;12.8;4.5;6.83;2.4;;;;;;;2.1;1;0;1.5;0;traces;2.73;3.25;0.52;;;;;;;;;;;;;;;57.8;0.99;5.1;583;0.1;1.6;2;14.7;0.1;102;211;1;394;3;4;700;0.5;0.71;;;0.5;0.07;0.16;2.95;0.23;0.19;24;1.65
entrees et plats composes;Osso buco;96.7;77.4;11.2;3.5;4.08;1.1;;;;;;;2.3;0.6;0;1.9;0;traces;0.8;2.62;0.39;;;;;;;;;;;;;;;26;1.47;13.7;;57;0.6;3.3;18.4;66;97.4;234;3.24;586;1.26;0;481;0;0.53;;;2.4;83;0.12;3.48;0.25;0.19;11;0.38
entrees et plats composes;Poulet basquaise. preemballe;107;;9.3;2.5;6.4;2;;;;;;;;1.3;0;0.89;0;traces;1.7;;;;;;;;;;;;;;;;;;0.89;;;;;;;;;;;355;;;;;;;;;;;;;;;
entrees et plats composes;Tajine de poulet. preemballe;127;72.7;7.54;14.4;3.7;6.8;3.1;;3.2;0.2;0.2;0.5;2.3;3;0;1.7;0;traces;0.4;2.14;1;0.01;0.01;0.01;0.01;11;16;0.29;82;2.14;0.85;0.15;0.01;0.01;0.01;27.7;1.17;18;621;0.06;0.45;20;17;0.13;82;220;20;466;0.46;21;152;0.25;1.27;7.32;;0.5;0.14;37;2.3;0.39;96;30.2;75
entrees et plats composes;Chop suey(porc ou poulet). preemballe;78.2;;5;7.8;3;;;;;;;;;traces;0;;0;traces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entrees et plats composes;Legumes farcis(sauf tomate);69.8;81.1;6.4;3.6;3;2.59;;;;;;;1.01;1.4;0;1.2;0;traces;0.46;1.73;0.68;;;;;;;;;;;;;;;30.8;0.69;27.1;;0.1;0.56;6.4;14.1;96;77.6;184;2.58;277;0.63;10.3;93.2;88;0.55;;;4.86;0.1;0.13;1.24;0.46;0.11;21.2;0.18
entrees et plats composes;Moules marinieres(oignons et vin blanc);92;76.5;10.3;7.43;2.24;1.05;0.3;;0.3;;0.21;0.3;;0.53;4;1.6;0;traces;0.99;0.59;0.61;;;;;;;;;;0.17;0.01;;;;;0.69;;;;;;;;;;;345;;;;;;;;;;;;;;;
entrees et plats composes;Moules farcies(matiere grasse. persillade?). preemballees. crues;284;57.5;9.56;4.43;24.8;0.3;0.2;;0.2;0.3;0.2;0.2;;1.26;0;1.74;0;0.7;16.6;5.57;0.95;0.8;0.53;0.33;0.7;0.9;2.81;7.63;2.29;4.52;0.35;0.1;0.05;0.25;0.09;88.5;1.08;40;790;0.11;2.5;100;45;0.16;180;180;30;430;2;209;;0.25;1.79;11.4;;0.5;0.015;0.14;1.09;0.34;63;54.2;19.3
entrees et plats composes;Gratin ou cassolette de poisson et / ou fruits de mer.  preemballe. cru;105;78.4;6.13;8.39;5.1;2.48;0.21;0.1;0.34;1.64;0.17;0.12;;0.5;0;1.39;0;97;3.18;1.25;0.27;0.15;0.1;0.06;0.11;0.14;0.47;1.66;0.43;1.1;0.21;0.02;0.01;0.02;0.02;;0.82;58.2;;0.05;0.41;;13.8;;37.1;223;;328;0.55;;;;;;;;;;;;;;
entrees et plats composes;Gratin ou cassolette de poisson et / ou fruits de mer. preemballe. cuit;117;78.2;6.69;5.28;7.5;1.6;0.38;;0.28;0.75;0.2;0.19;2.3;0.7;0;1.52;0;0.11;4.82;1.81;0.26;0.27;0.17;0.11;0.18;0.23;0.78;2.31;0.66;1.54;0.15;0.03;0.01;0.03;0.04;35.4;0.92;52;559;0.03;0.28;20;24;0.05;120;180;20;366;0.47;58.7;225;0.25;0.63;3.6;;0.5;0.015;43;0.1;0.28;22;19.4;0.95
entrees et plats composes;Saumon à l'oseille. preemballe;133;71.2;8.36;7.43;7.65;0.58;0.3;;0.3;;0.3;0.3;;0.73;0;1.01;0;traces;3.19;2.33;1.1;;;;;;;;;;0.57;0.18;;;;;0.69;;;;;;;;;;;277;;;;;;;;;;;;;;;
entrees et plats composes;Poisson blanc à la bordelaise. preemballe;176;67.5;14.8;5.3;10.4;1.09;0.35;;0.26;0.17;58;0.25;3.7;1;0;2;0;traces;2.3;2.92;2.88;0;13;0.0086;18;26;99;1.67;0.35;2.77;;0.11;0.0035;31;;51;1.28;21.1;724;1;1.2;92;17.5;1;162;317;4.9;513;1;2;;0.9;2.6;;;9.7;0.05;0.05;9.2;0.18;0.05;5;2.2
entrees et plats composes;Poisson blanc à la proveneale ou nieoise(sauce tomate). preemballe;75.2;83.6;9.31;3.1;2.3;2;0.87;;0.79;0.1;82;0.26;;2.4;0;1.5;0;traces;0.42;1.14;0.63;;;;;;;;;;0.6;28;;;;28;0.7;16.1;506;;1;71;24.2;;99;348;3.8;280;;2;449;0.2;1.1;;;;0.05;0.07;1.2;0.25;0.05;5;1.1
entrees et plats composes;Poisson blanc à la florentine(sauce aux epinards). preemballe;100;;11.4;2.9;4.35;1.95;;;;;;;;2;0;0.56;0;traces;2.75;;;;;;;;;;;;;;;;;;0.56;;;;;;;;;;;232;;;;;;;;;;;;;;;
entrees et plats composes;Poisson blanc à la mariniere(sauce aux oignons. vin blanc. moules). preemballe;80;;11.5;2.2;2.8;;;;;;;;;traces;0;;0;traces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entrees et plats composes;Poisson blanc à la sauce moutarde. preemballe;90.8;;9.2;5.4;3.6;;;;;;;;;0;0;;0;traces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entrees et plats composes;Poisson blanc à la parisienne(sauce aux champignons). preemballe;79.9;84.2;9.16;3;3.25;0.86;0.1;;0.1;0.1;0.1;0.13;;1;0;1.24;0;traces;1.56;0.72;0.83;;;;49;;;;;;;;;;;;0.55;;;;;;;;;;;220;;;;;;;;;;;;;;;
entrees et plats composes;Poisson blanc à l'estragon. preemballe;77.2;;8.8;4.2;2.8;;;;;;;;;0;0;;0;traces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entrees et plats composes;Poisson blanc sauce oseille. preemballe;114;78.6;11.8;3.9;5.5;1.65;0.1;;0.14;0.7;0.16;0.1;;1;0;1.68;0;traces;3.31;1.32;0.31;0.18;0.12;64;0.13;0.16;0.52;1.59;0.46;1.04;0.2;25;5;15;35;45.6;0.88;40;572;0.03;0.24;44;27;0.04;130;260;50;350;0.33;38.8;0;0.5;1.1;3.6;;0.5;75;0.06;0.8;0.2;58;18.8;1.87
entrees et plats composes;Saumon farci. preemballe;227;;18.8;0.4;16.2;0.4;;;;;;;;2.4;0;0.65;0;traces;3.8;;;;;;;;;;;;;;;;;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;;
entrees et plats composes;Brochette de poisson;127;73.8;18;0.86;5.71;0.85;;;;;;;12;0.29;0;1.25;0;traces;0.98;3.14;1;;;;;;;;;;;;;0.11;0.23;43.5;0.56;26.5;;26;0.72;65.5;28.4;49;190;320;11.7;223;0.25;18.4;59.8;1.41;1.02;;;6.33;74;67;2.84;0.29;0.26;12;2.03
entrees et plats composes;Brochette de crevettes;93.5;75;18.5;1.5;1.5;0;;;;;;;0.13;0;0;2.71;0;traces;0.1;0.88;0.22;;;;;;;;;;;;;0.05;84;120;0.35;100;;0.01;1.7;31.5;36.8;85;153;169;4.92;140;0.51;7.22;71.5;0.21;1.96;;;8.33;34;38;1.79;0.25;0.11;10.1;1.14
entrees et plats composes;Poisson en sauce. surgele;132;75;13.3;3.18;7.05;1.3;;;;;;;;1.25;0;1.75;0;traces;2.84;1.12;0.2;74;49;35;76;97;0.3;1.13;0.37;1.12;0.17;0.0068;0.0013;0.0096;11;28;0.82;18.2;0.9;51;0.4;79.5;19.7;42;164;331;4.58;327;0.26;19;0;1.13;2.31;;;0;86;86;1.77;0.25;0.17;34.5;1.53
entrees et plats composes;Poisson cuit(aliment moyen);144;69.3;23.5;0;5.52;0;0;;0.0015;0.0015;0.0015;0.0015;21;0;0;1.49;0;0;1.21;1.79;1.55;;;;;;0.21;0.76;0.17;0.55;;;;0.25;0.49;57.5;0.54;29.9;114;69;0.69;61.7;30;37;228;347;36.2;216;0.61;10.5;0.82;3.69;0.91;;;0.96;0.11;0.12;5.27;0.59;0.33;17.7;3.87
entrees et plats composes;Poisson blanc. cuit(aliment moyen);107;74;22;0;2.18;0;0;;0;0;0;0;38;0;0;1.7;0;0;0.44;0.66;0.49;;;;;0.0042;53;0.28;64;0.36;0.09;21;21;0.12;0.19;63.6;0.88;30.3;139;51;0.38;63.5;27;26;192;296;32.3;354;0.58;8.18;1.5;1.59;0.71;;;0.45;61;89;2.2;0.25;0.21;15;1.92
entrees et plats composes;Poisson blanc. de mer. cuit(aliment moyen);106;74;22.1;0;2;0;0;;0;0;0;0;43;0;0;1.77;0;0;0.38;0.64;0.47;;;;;0.0042;51;0.26;0.06;0.37;91;21;21;0.12;0.18;61.3;0.98;27.6;156;0.05;0.37;68.3;26.6;14;189;294;33.7;392;0.56;7.82;1.77;1.19;0.71;;;0.37;0.06;0.09;2.14;0.23;0.21;13.6;1.99
